,experiment,kernel,disk_name,cpu_model,ncpus,mem_sys,boot_type,workload,input_size,host time,result,final_tick,host_inst_rate,host_mem_usage,host_op_rate,host_seconds,host_tick_rate,sim_freq,sim_insts,sim_ops,sim_seconds,sim_ticks,numCycles,numFpInsts,numIntInsts,numLoadInsts,numStoreInsts,numMemRefs,numIntAlu,numFpAlu,numSimdAlu,numSimdCrypto,avgRdQLen
977,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,kvm,1,classic,systemd,548.exchange2_r,ref,770.6763002872467,Success,693738362926840.0,3240413577.0,33923844.0,3240412755.0,758.78,894474554280.0,1000000000000.0,2458761445010.0,2458761445010.0,678.709726,678709725631050.0,2777389234856,0,0,0,0,0,0,0,0,0,0.0
978,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,timing,2,MESI_Two_Level,systemd,swaptions,simsmall,6297.039062738419,Success,19769449321775.0,893180.0,4086836.0,1120450.0,6274.27,339611745.0,1000000000000.0,5604058323.0,7030009621.0,2.130817,2130817118599.0,12797700409,1094731114,2452442940,490761970,151346540,642108510,1907756788,502642096,493103316,0,1.0
979,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,kvm,1,classic,systemd,648.exchange2_s,ref,795.6641199588776,Success,710714523256390.0,3154065464.0,33923844.0,3154064684.0,779.61,891938616894.0,1000000000000.0,2458952213538.0,2458952213538.0,695.367646,695367645513375.0,2840944072054,0,0,0,0,0,0,0,0,0,0.0
980,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,kvm,1,classic,systemd,505.mcf_r,ref,805.6767501831055,Success,721570610876230.0,1263224057.0,33925888.0,1263223778.0,792.49,891137180742.0,1000000000000.0,1001088337757.0,1001088337757.0,706.214603,706214602763355.0,2895973911278,0,0,0,0,0,0,0,0,0,0.0
981,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,timing,2,MESI_Two_Level,systemd,ferret,simsmall,6422.3587074279785,Success,20034285480182.0,895758.0,4257848.0,1110941.0,6398.84,279798582.0,1000000000000.0,5731813818.0,7108737513.0,1.790387,1790386697791.0,10744615865,858714064,2641567369,540736875,120514573,661251448,2000567803,403280011,461780808,0,1.0
982,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,kvm,1,classic,systemd,502.gcc_r,ref,840.7043950557709,Success,741010603435810.0,1560626493.0,34092248.0,1560626044.0,827.0,877818991413.0,1000000000000.0,1290631505559.0,1290631505559.0,725.952852,725952851892780.0,2992145899038,0,0,0,0,0,0,0,0,0,0.0
983,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,kvm,1,classic,systemd,526.blender_r,ref,860.7291834354401,Success,765855470686540.0,2285943235.0,34104536.0,2285942813.0,846.04,887537970991.0,1000000000000.0,1933994203037.0,1933994203037.0,750.890761,750890760763245.0,3077297712986,0,0,0,0,0,0,0,0,0,0.0
984,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,timing,1,MESI_Two_Level,systemd,ferret,simsmall,6497.329335689545,Success,14753397550619.0,848706.0,4118808.0,1060615.0,6482.2,339542648.0,1000000000000.0,5501478317.0,6875115354.0,2.200983,2200982545936.0,6609557190,858746951,2635798671,539906576,119998995,659905571,1995928468,403286803,461780808,0,1.0
985,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,kvm,1,classic,systemd,623.xalancbmk_s,ref,890.8310420513153,Success,791087284476025.0,1529982205.0,34130136.0,1529981822.0,877.28,884046631694.0,1000000000000.0,1342225697034.0,1342225697034.0,775.558341,775558341022605.0,3182736170056,0,0,0,0,0,0,0,0,0,0.0
986,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,kvm,1,classic,systemd,523.xalancbmk_r,ref,895.8669817447662,Success,795802195185850.0,1519913448.0,34128092.0,1519913141.0,883.01,884020431819.0,1000000000000.0,1342094374009.0,1342094374009.0,780.596509,780596508972885.0,3205062338298,0,0,0,0,0,0,0,0,0,0.0
987,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,kvm,1,classic,systemd,544.nab_r,ref,900.7543716430664,Success,804349400906890.0,2554633202.0,33934080.0,2554632696.0,886.76,890486037825.0,1000000000000.0,2265347143092.0,2265347143092.0,789.647797,789647796583260.0,3232511886912,0,0,0,0,0,0,0,0,0,0.0
988,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,timing,1,MESI_Two_Level,systemd,freqmine,simsmall,6477.26854133606,Success,15086631459143.0,850829.0,4135192.0,1105259.0,6462.72,346258116.0,1000000000000.0,5498669090.0,7142974381.0,2.237768,2237768340985.0,6720025047,3215,3491573192,539583766,215483935,755067701,2733037691,389,1254,0,1.0
989,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,kvm,1,classic,systemd,531.deepsjeng_r,ref,1010.9748566150665,Success,897351278141875.0,2000887130.0,33924868.0,2000886763.0,994.58,887019664263.0,1000000000000.0,1990049225762.0,1990049225762.0,882.215273,882215273253030.0,3629315212188,0,0,0,0,0,0,0,0,0,0.0
990,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,kvm,1,classic,systemd,554.roms_r,ref,1070.9589641094208,Success,950528157836320.0,2884622539.0,33926912.0,2884622007.0,1058.56,883328233977.0,1000000000000.0,3053540766620.0,3053540766620.0,935.054528,935054528453070.0,3852383551566,0,0,0,0,0,0,0,0,0,0.0
991,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,kvm,1,classic,systemd,600.perlbench_s,ref,1080.9090740680695,Success,963596954666125.0,2554145411.0,34006952.0,2554144957.0,1064.71,890620925975.0,1000000000000.0,2719424632651.0,2719424632651.0,948.253378,948253377543030.0,3888557594660,0,0,0,0,0,0,0,0,0,0.0
992,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,timing,2,MESI_Two_Level,systemd,freqmine,simsmall,6647.590996026993,Success,19685771684174.0,867424.0,4236344.0,1116257.0,6626.79,337450374.0,1000000000000.0,5748233898.0,7397197478.0,2.236211,2236211304580.0,13429094159,3359,3499418733,540763853,216107446,756871299,2739288659,437,1254,0,1.0
993,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,kvm,1,classic,systemd,557.xz_r,ref,1096.0632774829865,Success,978345432796870.0,1929028651.0,34022312.0,1929028414.0,1083.27,888824098121.0,1000000000000.0,2089652996891.0,2089652996891.0,962.833915,962833914703080.0,3948737294052,0,0,0,0,0,0,0,0,0,0.0
994,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,kvm,1,classic,systemd,500.perlbench_r,ref,1120.9809696674347,Success,998294440183630.0,2454342071.0,34006952.0,2454341629.0,1107.88,887444446480.0,1000000000000.0,2719116482029.0,2719116482029.0,983.182165,983182165171185.0,4035423955652,0,0,0,0,0,0,0,0,0,0.0
995,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,kvm,1,classic,systemd,511.povray_r,ref,1130.9979176521301,Success,1012426996914535.0,3149947696.0,33951540.0,3149947306.0,1116.83,893374554891.0,1000000000000.0,3517951473943.0,3517951473943.0,997.746341,997746341112105.0,4083438676036,0,0,0,0,0,0,0,0,0,0.0
996,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,kvm,1,classic,systemd,541.leela_r,ref,1176.053344488144,Success,1053550486906405.0,1829297236.0,33932036.0,1829296940.0,1162.45,893331750473.0,1000000000000.0,2126462316750.0,2126462316750.0,1038.451621,1038451620603225.0,4252769688266,0,0,0,0,0,0,0,0,0,0.0
997,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,kvm,1,classic,systemd,525.x264_r,ref,1181.1203837394714,Success,1053918222086890.0,3883802992.0,35820136.0,3883802549.0,1165.97,890696666743.0,1000000000000.0,4528406735795.0,4528406735795.0,1038.527786,1038527786423625.0,4278222052034,0,0,0,0,0,0,0,0,0,0.0
998,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,kvm,1,classic,systemd,527.cam4_r,ref,1181.1463992595673,Success,1039675583084965.0,2438722983.0,34298820.0,2438722560.0,1165.07,879629949037.0,1000000000000.0,2841286445827.0,2841286445827.0,1024.831926,1024831926442845.0,4216823147424,0,0,0,0,0,0,0,0,0,0.0
999,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,kvm,1,classic,systemd,641.leela_s,ref,1201.2293229103088,Success,1074167121396415.0,1790180808.0,33932032.0,1790180594.0,1187.91,891352330526.0,1000000000000.0,2126565368917.0,2126565368917.0,1058.842355,1058842354572900.0,4334135682254,0,0,0,0,0,0,0,0,0,0.0
1000,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,kvm,1,classic,systemd,538.imagick_r,ref,1206.0457899570465,Success,1081082314046545.0,4236290113.0,33943296.0,4236289432.0,1191.17,894888639188.0,1000000000000.0,5046151865662.0,5046151865662.0,1065.966857,1065966856812915.0,4361938969004,0,0,0,0,0,0,0,0,0,0.0
1001,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,kvm,1,classic,systemd,510.parest_r,ref,1221.186059474945,Success,1085992886916385.0,3194262629.0,34054056.0,3194262126.0,1207.1,886991193812.0,1000000000000.0,3855785779165.0,3855785779165.0,1070.684872,1070684871963315.0,4388025254846,0,0,0,0,0,0,0,0,0,0.0
1002,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,kvm,1,classic,systemd,521.wrf_r,ref,1221.0288252830505,Success,1093014327595285.0,3214085352.0,34106584.0,3214084942.0,1209.58,891033416545.0,1000000000000.0,3887676821870.0,3887676821870.0,1077.771779,1077771779113005.0,4417105650208,0,0,0,0,0,0,0,0,0,0.0
1003,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,kvm,1,classic,systemd,520.omnetpp_r,ref,1406.228868484497,Success,1247734453766365.0,828432188.0,33954612.0,828432069.0,1392.06,885363887999.0,1000000000000.0,1153225295661.0,1153225295661.0,1232.477715,1232477714573580.0,5063687820024,0,0,0,0,0,0,0,0,0,0.0
1004,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,kvm,1,classic,systemd,620.omnetpp_s,ref,1416.279001235962,Success,1260113582456605.0,822249788.0,33972020.0,822249712.0,1402.81,887678111526.0,1000000000000.0,1153463646404.0,1153463646404.0,1245.247561,1245247561153395.0,5106844940854,0,0,0,0,0,0,0,0,0,0.0
1005,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,kvm,1,classic,systemd,602.gcc_s,ref,1541.4437112808228,Success,1350991934345620.0,1610256411.0,34098392.0,1610256241.0,1526.45,875181129170.0,1000000000000.0,2457979633512.0,2457979633512.0,1335.922425,1335922424823060.0,5524030786278,0,0,0,0,0,0,0,0,0,0.0
1006,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,timing,1,MESI_Two_Level,systemd,dedup,simsmall,7208.049010515213,Success,15399443305172.0,777000.0,4118808.0,922140.0,7189.11,336873580.0,1000000000000.0,5585935849.0,6629364950.0,2.421821,2421821051038.0,7272735888,35838575,2950981440,574556662,290597440,865154102,2085488816,635445,1280347,0,1.0
1007,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,kvm,1,classic,systemd,503.bwaves_r,ref,1661.4839634895325,Success,1480163797646530.0,3317471058.0,33924868.0,3317470622.0,1646.88,889421904663.0,1000000000000.0,5463484295188.0,5463484295188.0,1464.77342,1464773419652955.0,6008181650466,0,0,0,0,0,0,0,0,0,0.0
1008,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,kvm,1,classic,systemd,631.deepsjeng_s,ref,1696.5020101070404,Success,1483051766595895.0,1381049439.0,33925892.0,1381049255.0,1681.2,873134308769.0,1000000000000.0,2321814294628.0,2321814294628.0,1467.909839,1467909839092875.0,6087716591182,0,0,0,0,0,0,0,0,0,0.0
1009,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,kvm,1,classic,systemd,605.mcf_s,ref,1776.6929857730865,Success,1569202543536130.0,1004686834.0,33926916.0,1004686732.0,1763.18,881465066567.0,1000000000000.0,1771438904616.0,1771438904616.0,1554.177529,1554177529053015.0,6396888570612,0,0,0,0,0,0,0,0,0,0.0
1010,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,timing,2,MESI_Two_Level,systemd,dedup,simsmall,8154.163378477097,Success,20267667989723.0,731700.0,4234292.0,871281.0,8135.46,264897264.0,1000000000000.0,5952711859.0,7088273602.0,2.155061,2155060753696.0,12942208128,35836997,3137354827,597031405,322181961,919213366,2221534861,625051,1284104,0,1.0
1011,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,kvm,1,classic,systemd,619.lbm_s,ref,3052.6024329662323,Success,2692736107115335.0,1589453339.0,33935108.0,1589453245.0,3039.94,880701204039.0,1000000000000.0,4831838602578.0,4831838602578.0,2677.276695,2677276694662650.0,11055688383292,0,0,0,0,0,0,0,0,0,0.0
1012,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,kvm,1,classic,systemd,649.fotonik3d_s,ref,3078.166905641556,Success,2709214078545790.0,2490356075.0,34498496.0,2490355926.0,3061.76,879933300356.0,1000000000000.0,7624880903861.0,7624880903861.0,2694.147699,2694147699302805.0,11123849592722,0,0,0,0,0,0,0,0,0,0.0
1013,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,kvm,1,classic,systemd,607.cactuBSSN_s,ref,6081.363111972809,Success,5391564487126735.0,2116704560.0,33947392.0,2116704491.0,6064.45,886532837361.0,1000000000000.0,12836652761624.0,12836652761624.0,5376.335865,5376335864763165.0,22147926093736,0,0,0,0,0,0,0,0,0,0.0
1014,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,kvm,1,classic,systemd,621.wrf_s,ref,6722.253965854645,Success,5998870568026540.0,3300683511.0,34158812.0,3300683408.0,6706.67,892111284254.0,1000000000000.0,22136586363467.0,22136586363467.0,5983.093852,5983093851783855.0,24440116615914,0,0,0,0,0,0,0,0,0,0.0
1015,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,kvm,1,classic,systemd,657.xz_s,ref,7612.739376544952,Success,6716132469404845.0,1147722467.0,34022312.0,1147722432.0,7598.78,881802845412.0,1000000000000.0,8721289064357.0,8721289064357.0,6700.624957,6700624957020735.0,27653531030984,0,0,0,0,0,0,0,0,0,0.0
1016,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,kvm,1,classic,systemd,644.nab_s,ref,8068.59202837944,Success,7228068378096130.0,2791391969.0,33956660.0,2791391897.0,8052.35,895769019622.0,1000000000000.0,22477270619968.0,22477270619968.0,7213.047652,7213047651563745.0,29451303799886,0,0,0,0,0,0,0,0,0,0.0
1017,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,kvm,1,classic,systemd,628.pop2_s,ref,8779.472789525986,Success,7796018131853050.0,2843569053.0,34407360.0,2843568985.0,8764.63,887799173285.0,1000000000000.0,24922820595334.0,24922820595334.0,7781.228356,7781228355852570.0,31918150585150,0,0,0,0,0,0,0,0,0,0.0
1018,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,kvm,1,classic,systemd,654.roms_s,ref,9394.008937120438,Success,8306647167386920.0,2724064839.0,33926912.0,2724064777.0,9381.5,883788137137.0,1000000000000.0,25555824245383.0,25555824245383.0,8291.261859,8291261859143475.0,34141578123204,0,0,0,0,0,0,0,0,0,0.0
1019,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,atomic,1,classic,systemd,998.specrand_is,test,16682.083271741867,Success,25592517138670.0,809919.0,36605672.0,1323079.0,16665.6,621219846.0,1000000000000.0,13497779500.0,22049894785.0,10.352999,10352998646280.0,47630823437,254301298,36893570647,5078588264,2816894328,7895482592,28968410515,8656502,87620544,0,0.0
1020,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,atomic,1,classic,systemd,996.specrand_fs,test,17043.4473259449,Success,25608563015860.0,792562.0,36605668.0,1294733.0,17028.93,607972979.0,1000000000000.0,13496473992.0,22047908537.0,10.353128,10353127853460.0,47631558838,254178338,36887817778,5077169604,2816517912,7893687516,28964396646,8655622,87581878,0,0.0
1021,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,atomic,1,classic,systemd,999.specrand_ir,test,17082.902676820755,Success,25255076202520.0,790546.0,36612840.0,1290824.0,17069.59,605489352.0,1000000000000.0,13494291084.0,22033840190.0,10.335456,10335456279480.0,47540133579,253864952,36838811296,5069744796,2813049504,7882794300,28926698073,8649320,87453656,0,0.0
1022,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,kvm,1,classic,systemd,638.imagick_s,ref,18228.731602430344,Success,1.633093330022608e+16,4078050043.0,34001832.0,4078049994.0,18211.83,895905396485.0,1000000000000.0,74268767667038.0,74268767667038.0,16316.079996,1.63160799955728e+16,66672385305034,0,0,0,0,0,0,0,0,0,0.0
1023,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,kvm,1,classic,systemd,603.bwaves_s,ref,20948.72696661949,Success,1.8541222009874876e+16,3343332587.0,33929988.0,3343332559.0,20932.07,885059028906.0,1000000000000.0,69982885929557.0,69982885929557.0,18526.121489,1.8526121488962196e+16,76242522233462,0,0,0,0,0,0,0,0,0,0.0
1024,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,timing,1,classic,systemd,997.specrand_fr,test,24973.135767698288,Success,26730839508895.0,538613.0,36613864.0,878730.0,24955.71,474963554.0,1000000000000.0,13441474720.0,21929331287.0,11.853054,11853053735520.0,54522966230,254310398,36666194149,5053007638,2802392269,7855399907,28782591864,8660394,87504032,0,1.0
1025,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,timing,1,classic,systemd,996.specrand_fs,test,26268.92226743698,Success,26662972568035.0,511481.0,36612836.0,834322.0,26254.23,450065212.0,1000000000000.0,13428541726.0,21904482090.0,11.816117,11816116915035.0,54352331096,254364074,36605362661,5040947301,2792414396,7833361697,28743191008,8664476,87616252,0,1.0
1026,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,timing,1,classic,systemd,999.specrand_ir,test,26013.273351430893,Success,26677040933485.0,517403.0,36612836.0,844025.0,25998.34,454581362.0,1000000000000.0,13451609012.0,21943255401.0,11.818363,11818362890070.0,54369053307,254000756,36666825229,5049649507,2798598634,7848248141,28788918146,8665898,87539046,0,1.0
1027,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,atomic,1,classic,systemd,538.imagick_r,test,47810.47107005119,Success,44645815355965.0,697974.0,38138600.0,1200616.0,47796.85,613521354.0,1000000000000.0,33360974794.0,57385679027.0,29.324388,29324388143160.0,205369369070,863956884,107020542890,15202617436,8153897262,23356514698,83583257294,106011076,356809700,0,0.0
1028,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,atomic,1,classic,systemd,638.imagick_s,test,50621.506578207016,Success,45559698102460.0,671831.0,38163176.0,1157611.0,50607.24,591653921.0,1000000000000.0,33999516964.0,58583474190.0,29.941969,29941969489515.0,137749624732,864795544,109409359406,15574332603,8348283620,23922616223,85403398365,107204008,361176666,0,0.0
1029,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,atomic,1,classic,systemd,511.povray_r,test,51403.93319487572,Success,46962954262510.0,695133.0,38278888.0,1213799.0,51390.1,620421555.0,1000000000000.0,35722978739.0,62377235960.0,31.883527,31883527499895.0,146687977257,3114703350,115516181722,17149503610,9055980592,26205484202,89488722146,1245123516,1226288040,0,0.0
1030,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,atomic,1,classic,systemd,544.nab_r,test,53531.71404671669,Success,47433176004145.0,678326.0,37804776.0,1178801.0,53514.91,605449890.0,1000000000000.0,36300555039.0,63083457626.0,32.400599,32400598731090.0,149051837488,15907478982,107529187352,17769714624,8348267656,26117982280,84026990234,7620641144,6647228198,0,0.0
1031,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,atomic,1,classic,systemd,519.lbm_r,test,54046.54296016693,Success,45858357029035.0,653240.0,37777124.0,1096265.0,54032.64,567243886.0,1000000000000.0,35296300392.0,59234106768.0,30.649685,30649684645905.0,141007148471,21652689860,96419515340,16842536078,9499447922,26341984000,73098860418,11422126944,8488401234,0,0.0
1032,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,atomic,1,classic,systemd,644.nab_s,test,58475.94733285904,Success,52365871951735.0,701540.0,37816036.0,1227261.0,58463.66,635359228.0,1000000000000.0,41014599478.0,71750160507.0,37.145424,37145424348285.0,170863629085,23650805260,119219320107,20861120208,8863421928,29724542136,93324514177,11568008354,10120811844,0,0.0
1033,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,atomic,1,classic,systemd,523.xalancbmk_r,test,67464.4068543911,Success,55174840405810.0,752683.0,38020504.0,1134938.0,67448.41,591090401.0,1000000000000.0,50767262265.0,76549746541.0,39.868107,39868106592120.0,183400546056,893809182,145341539538,17856088368,8705887142,26561975510,118708436750,25665692,223669738,0,0.0
1034,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,atomic,1,classic,systemd,623.xalancbmk_s,test,68375.425563097,Success,55120776232885.0,744146.0,38022548.0,1122710.0,68361.25,584719356.0,1000000000000.0,50870767189.0,76749866792.0,39.972147,39972146539140.0,183884118361,895693730,145747615734,17921992398,8738654168,26660646566,119016982772,25772494,223888546,0,0.0
1035,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,atomic,1,classic,systemd,541.leela_r,test,70426.4469358921,Success,60514496876755.0,710059.0,38108904.0,1263493.0,70412.89,645320707.0,1000000000000.0,49997293024.0,88966196563.0,45.438896,45438896263215.0,209001361010,1157593746,169864766216,25074583482,11651232160,36725815642,131879277076,75558574,316169590,0,0.0
1036,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,atomic,1,classic,systemd,641.leela_s,test,70523.8996834755,Success,61087227491560.0,710071.0,38110948.0,1263666.0,70506.74,645621801.0,1000000000000.0,50064763223.0,89096960921.0,45.520689,45520688828190.0,209388267130,1165978810,170125580764,25113655166,11677376512,36791031678,132075034010,75638410,318298484,0,0.0
1037,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,atomic,1,classic,systemd,502.gcc_r,test,70655.54198431969,Success,59487017208880.0,761986.0,38114712.0,1205781.0,70639.57,625467343.0,1000000000000.0,53826336262.0,85175838033.0,44.182741,44182741276560.0,203237365474,963104942,162530205538,21318298826,10739972848,32058271674,130393768702,28784540,276423202,0,0.0
1038,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,timing,1,classic,systemd,538.imagick_r,test,73973.0348277092,Success,47684172085990.0,450826.0,38139620.0,775215.0,73956.98,443196291.0,1000000000000.0,33341705371.0,57332569581.0,32.77746,32777460001905.0,150796487897,869087710,106916211657,15195901964,8148297057,23344199021,83493494734,106028188,357450280,0,1.0
1039,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,atomic,1,classic,systemd,602.gcc_s,test,74869.43507933617,Success,60872011087570.0,736656.0,38402456.0,1171681.0,74854.51,607514976.0,1000000000000.0,55142026604.0,87705574989.0,45.475238,45475237594365.0,209240497086,983011122,167533990642,22130664194,11165589068,33296253262,134157663146,29798800,286846244,0,0.0
1040,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,timing,1,classic,systemd,638.imagick_s,test,76266.78292775154,Success,47982350011315.0,445725.0,38158052.0,767903.0,76253.37,438246237.0,1000000000000.0,33988000269.0,58555181781.0,33.417752,33417751848705.0,153711066768,863066050,109356323018,15574449874,8340676761,23915126635,85360916011,107224626,360646152,0,1.0
1041,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,timing,1,classic,systemd,511.povray_r,test,80114.40451741219,Success,50318931789220.0,445540.0,38269672.0,777713.0,80099.98,440402829.0,1000000000000.0,35687722517.0,62294775653.0,35.276257,35276257155225.0,162265207048,3115272852,115343853995,17126650515,9045690084,26172340599,89347093896,1245139632,1226364984,0,1.0
1042,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,timing,1,classic,systemd,544.nab_r,test,82805.97259664536,Success,49283627119060.0,438028.0,37804776.0,760976.0,82787.29,412814739.0,1000000000000.0,36263108120.0,62999125037.0,34.175812,34175811664845.0,157215759907,15911569000,107352484811,17749286660,8334916222,26084202882,83885098347,7620650622,6647405224,0,1.0
1043,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,atomic,1,classic,systemd,505.mcf_r,test,88365.38489508629,Success,63534974308990.0,631901.0,38147816.0,1111881.0,88349.69,554993010.0,1000000000000.0,55828222404.0,98234363242.0,49.033458,49033458055485.0,225530907515,818601342,188365960509,32651384716,11821428316,44472813032,143329271249,24882028,223548950,0,0.0
1044,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,atomic,1,classic,systemd,507.cactuBSSN_r,test,89196.54678058624,Success,64107449352595.0,622415.0,38561176.0,1013545.0,89182.12,547820843.0,1000000000000.0,55508298393.0,90390102671.0,48.855822,48855821960085.0,224691551177,49307356204,140185998191,32005689824,11716755807,43722445631,102001505550,26841641684,18813308972,0,0.0
1045,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,timing,1,classic,systemd,519.lbm_r,test,89954.44160914421,Success,74542393884820.0,393385.0,38062820.0,660720.0,89937.94,657663558.0,1000000000000.0,35380258443.0,59423811321.0,59.148903,59148902882040.0,272046226535,21660899968,96772463093,16909090940,9541349890,26450440830,73343218411,11422249938,8489869128,0,1.0
1046,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,atomic,1,classic,systemd,605.mcf_s,test,90904.75167012215,Success,64106162361595.0,615491.0,38146788.0,1083191.0,90892.02,540704790.0,1000000000000.0,55943235023.0,98453376250.0,49.14575,49145750438400.0,226018760744,817725828,188804398098,32718743960,11855697248,44574441208,143666247854,25032960,224368304,0,0.0
1047,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,atomic,1,classic,systemd,531.deepsjeng_r,test,90962.30903863907,Success,73508888603905.0,735097.0,38068968.0,1256932.0,90950.69,646806108.0,1000000000000.0,66857577199.0,114318796352.0,58.827464,58827464490990.0,270549813664,1300005310,220595799672,32024216760,16442294586,48466511346,170787271306,23372412,260997376,0,0.0
1048,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,timing,1,classic,systemd,644.nab_s,test,89967.45119333267,Success,53437337530270.0,455505.0,37815012.0,796659.0,89950.6,423548274.0,1000000000000.0,40972928812.0,71659949458.0,38.09842,38098419977535.0,175246295742,23648995044,119032397364,20839186115,8844907150,29684093265,93178730035,11568000362,10120075678,0,1.0
1049,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,atomic,1,classic,systemd,549.fotonik3d_r,test,91263.66950035095,Success,74946703828765.0,702417.0,38352448.0,1283307.0,91247.16,655615459.0,1000000000000.0,64093594616.0,117098092507.0,59.823049,59823049355085.0,344665722686,9277789252,221608504252,30692314286,19888115726,50580430012,171109782782,2912960520,2729946226,0,0.0
1050,gem5_20_1_spec2017_test,vmlinux-4.19.83,spec2017,atomic,1,classic,systemd,607.cactuBSSN_s,test,93468.07323598862,Success,63772926106300.0,596013.0,38575512.0,969550.0,93456.34,524469563.0,1000000000000.0,55701236317.0,90610596119.0,49.015007,49015007063295.0,225446822924,49376964522,140437533170,31968119686,11773192792,43741312478,102483435092,26797219048,18811451514,0,0.0
