index,Experiment Name,Kernel Version,CPU Model,Num. of CPUs,Memory System,Boot Type,Workload,Input Size,Host Time,Sim. Status Result,Final Tick,Host Instruction Rate,Host Memory Usage,Host Opcode Rate,Host Second,Host Tick Rate,Simulation Frequency,Simulated Instructions,Simulated Opcodes,Simulated Seconds,Simulated Ticks,Number of Cycles,Number of Floating Point Instructions,Number of Integer Instructions,Number of Load Instructions,Number of Store Instructions,Number of Memory References,Number of Integer ALU,Number of FP ALU,Number of SIMD ALU,Number of SIMD Crypto,Total Cache Miss Rate,Avg Read Queue Length
1653,KernelPerf Experiments,vmlinux-4.15.18,KVM,8,MESI,Systemd,kernelperf.vips,simmedium,60.05444551,success,2.93403E+13,539379172,3982208,539375529,32.05,9.15394E+11,1E+12,17288064668,17288064668,29.340254,2.93403E+13,6.70306E+11,0,0,0,0,0,0,0,0,0,0,0
1654,KernelPerf Experiments,vmlinux-4.15.18,KVM,8,MESI,Systemd,kernelperf.freqmine,simmedium,60.05301118,success,2.18991E+13,6601015519,3979136,6600467443,2.07,4.65208E+11,1E+12,13693250064,13693250064,0.96513,9.6513E+11,2.12093E+11,0,0,0,0,0,0,0,0,0,0,0
1655,KernelPerf Experiments,vmlinux-5.4.51,KVM,2,MESI,Systemd,kernelperf.bodytrack,simsmall,65.06321073,success,1.48505E+14,35173451508,3894300,35143906259,0.2,6.40064E+11,1E+12,7145659868,7145659868,0.130156,1.30156E+11,49004151490,0,0,0,0,0,0,0,0,0,0,0
1656,KernelPerf Experiments,vmlinux-4.15.18,KVM,8,MESI,Systemd,kernelperf.fluidanimate,simmedium,60.05265546,success,2.06536E+13,11346927814,3979140,11343572017,0.79,4.01906E+11,1E+12,8929295865,8929295865,0.31638,3.1638E+11,1.87555E+11,0,0,0,0,0,0,0,0,0,0,0
1657,KernelPerf Experiments,vmlinux-4.15.18,KVM,8,MESI,Systemd,kernelperf.dedup,simmedium,65.05727172,success,2.70722E+13,1041208562,3984260,1041194627,11.07,5.52767E+11,1E+12,11522323387,11522323387,6.117175,6.11717E+12,4.36927E+11,0,0,0,0,0,0,0,0,0,0,0
1658,KernelPerf Experiments,vmlinux-5.4.51,KVM,2,MESI,Systemd,kernelperf.dedup,simsmall,65.06482816,success,1.49887E+14,4811190177,3894296,4810777250,1.71,7.00842E+11,1E+12,8210548856,8210548856,1.196144,1.19614E+12,56258413529,0,0,0,0,0,0,0,0,0,0,0
1659,KernelPerf Experiments,vmlinux-4.15.18,KVM,8,MESI,Systemd,kernelperf.bodytrack,simmedium,60.0720408,success,2.161E+13,12226932500,3979136,12223954755,0.75,4.5448E+11,1E+12,9123549324,9123549324,0.339225,3.39225E+11,1.86212E+11,0,0,0,0,0,0,0,0,0,0,0
1660,KernelPerf Experiments,vmlinux-4.15.18,KVM,8,MESI,Systemd,kernelperf.vips,simsmall,60.06186342,success,2.84893E+13,296553099,3981188,296551127,30.88,9.22602E+11,1E+12,9157264574,9157264574,28.489261,2.84893E+13,6.54281E+11,0,0,0,0,0,0,0,0,0,0,0
1661,KernelPerf Experiments,vmlinux-5.4.51,KVM,2,MESI,Systemd,kernelperf.blackscholes,simmedium,65.05459046,success,1.42155E+14,44586515929,3894300,44531707381,0.15,6.00684E+11,1E+12,6742846938,6742846938,0.090973,90972904698,47918256339,0,0,0,0,0,0,0,0,0,0,0
1662,KernelPerf Experiments,vmlinux-5.4.51,KVM,2,MESI,Systemd,kernelperf.bodytrack,simmedium,65.13504958,success,1.47227E+14,15167693368,3893276,15164007796,0.63,7.95914E+11,1E+12,9493314397,9493314397,0.498294,4.98294E+11,51025680345,0,0,0,0,0,0,0,0,0,0,0
1663,KernelPerf Experiments,vmlinux-4.15.18,KVM,1,MESI,Systemd,kernelperf.dedup,simsmall,85.07263422,success,3.96997E+14,5395641588,3873944,5394791074,1.17,8.47929E+11,1E+12,6307255009,6307255009,0.991374,9.91374E+11,20316580016,0,0,0,0,0,0,0,0,0,0,0
1664,KernelPerf Experiments,vmlinux-4.15.18,KVM,8,MESI,Systemd,kernelperf.streamcluster,simsmall,105.0950153,success,4.46476E+13,1431522732,4005760,1431516039,48.75,4.96558E+11,1E+12,69788693891,69788693891,24.208025,2.4208E+13,1.21816E+12,0,0,0,0,0,0,0,0,0,0,0
1665,KernelPerf Experiments,vmlinux-4.15.18,KVM,8,MESI,Systemd,kernelperf.streamcluster,simmedium,105.1015406,success,4.82252E+13,1533973751,4008832,1533968100,53.86,5.12776E+11,1E+12,82623874534,82623874534,27.619584,2.76196E+13,1.3665E+12,0,0,0,0,0,0,0,0,0,0,0
1666,KernelPerf Experiments,vmlinux-5.4.51,KVM,8,MESI,Systemd,kernelperf.blackscholes,simsmall,135.1249535,success,1.51478E+14,64642737856,4019680,64536204707,0.13,1.29714E+11,1E+12,8621419660,8621419660,0.017334,17334272043,1.78715E+11,0,0,0,0,0,0,0,0,0,0,0
1667,KernelPerf Experiments,vmlinux-5.4.51,KVM,1,MESI,Systemd,kernelperf.ferret,simsmall,45.04384565,success,1.16139E+14,7219405233,3874556,7217681239,0.9,8.01681E+11,1E+12,6525863843,6525863843,0.724874,7.24874E+11,18758371431,0,0,0,0,0,0,0,0,0,0,0
1668,KernelPerf Experiments,vmlinux-5.4.51,KVM,8,MESI,Systemd,kernelperf.bodytrack,simsmall,135.1132646,success,1.52751E+14,31359072605,4020708,31338047167,0.31,3.91752E+11,1E+12,9577570672,9577570672,0.119745,1.19745E+11,1.7851E+11,0,0,0,0,0,0,0,0,0,0,0
1669,KernelPerf Experiments,vmlinux-5.4.51,KVM,1,MESI,Systemd,kernelperf.fluidanimate,simsmall,45.04294181,success,1.12582E+14,11332700910,3873532,11328020248,0.57,8.03651E+11,1E+12,6405904305,6405904305,0.454494,4.54494E+11,17719345604,0,0,0,0,0,0,0,0,0,0,0
1670,KernelPerf Experiments,vmlinux-5.4.51,KVM,1,MESI,Systemd,kernelperf.ferret,simmedium,50.04526234,success,1.16939E+14,3380924075,3874552,3380675239,3.02,8.24354E+11,1E+12,10222006926,10222006926,2.492601,2.4926E+12,25535672055,0,0,0,0,0,0,0,0,0,0,0
1671,KernelPerf Experiments,vmlinux-5.4.51,KVM,8,MESI,Systemd,kernelperf.bodytrack,simmedium,130.1226826,success,1.52697E+14,13861134257,4020708,13857645168,0.86,4.2338E+11,1E+12,11859992421,11859992421,0.362366,3.62366E+11,1.90007E+11,0,0,0,0,0,0,0,0,0,0,0
1672,KernelPerf Experiments,vmlinux-5.4.51,KVM,8,MESI,Systemd,kernelperf.dedup,simsmall,135.124537,success,1.54543E+14,1814455285,4023776,1814397762,6.2,5.10221E+11,1E+12,11242168871,11242168871,3.161393,3.16139E+12,3.02215E+11,0,0,0,0,0,0,0,0,0,0,0
1673,KernelPerf Experiments,vmlinux-5.4.51,KVM,2,MESI,Systemd,kernelperf.ferret,simsmall,60.06886959,success,1.5098E+14,13965178956,3893272,13959090077,0.53,7.3247E+11,1E+12,7363698374,7363698374,0.386423,3.86423E+11,46529648893,0,0,0,0,0,0,0,0,0,0,0
1674,KernelPerf Experiments,vmlinux-5.4.51,KVM,1,MESI,Systemd,kernelperf.fluidanimate,simmedium,50.04651499,success,1.11643E+14,9299067292,3874556,9297320646,0.88,8.50558E+11,1E+12,8195025187,8195025187,0.749735,7.49735E+11,18724581374,0,0,0,0,0,0,0,0,0,0,0
1675,KernelPerf Experiments,vmlinux-5.4.51,KVM,8,MESI,Systemd,kernelperf.dedup,simmedium,145.1211843,success,1.60883E+14,1093003668,4026852,1092990710,16.06,5.29712E+11,1E+12,17555612654,17555612654,8.508254,8.50825E+12,5.25728E+11,0,0,0,0,0,0,0,0,0,0,0
1676,KernelPerf Experiments,vmlinux-5.4.51,KVM,1,MESI,Systemd,kernelperf.freqmine,simsmall,45.04146719,success,1.13262E+14,7763702955,3873532,7762248264,0.91,8.66281E+11,1E+12,7036456488,7036456488,0.785305,7.85305E+11,18749583893,0,0,0,0,0,0,0,0,0,0,0
1677,KernelPerf Experiments,vmlinux-5.4.51,KVM,2,MESI,Systemd,kernelperf.ferret,simmedium,70.06404972,success,1.45917E+14,7149592233,3895324,7148596751,1.55,7.77487E+11,1E+12,11084175949,11084175949,1.205555,1.20555E+12,58553533245,0,0,0,0,0,0,0,0,0,0,0
1678,KernelPerf Experiments,vmlinux-5.4.51,KVM,2,MESI,Systemd,kernelperf.fluidanimate,simmedium,65.05700541,success,1.45794E+14,13462393359,3894296,13458129311,0.69,7.53532E+11,1E+12,9271747032,9271747032,0.519162,5.19162E+11,50205222508,0,0,0,0,0,0,0,0,0,0,0
1679,KernelPerf Experiments,vmlinux-5.4.51,KVM,2,MESI,Systemd,kernelperf.fluidanimate,simsmall,70.06037569,success,1.45138E+14,17871275429,3895324,17863047718,0.44,7.62702E+11,1E+12,7922229170,7922229170,0.338289,3.38289E+11,48089492562,0,0,0,0,0,0,0,0,0,0,0
1680,KernelPerf Experiments,vmlinux-5.4.51,KVM,1,MESI,Systemd,kernelperf.raytrace,simsmall,55.04994988,success,1.17397E+14,57650770307,3874556,57628268291,0.4,8.09028E+11,1E+12,22896961929,22896961929,0.321522,3.21522E+11,16519796550,0,0,0,0,0,0,0,0,0,0,0
1681,KernelPerf Experiments,vmlinux-4.15.18,KVM,1,MESI,Systemd,kernelperf.freqmine,simsmall,165.1369691,success,9.74754E+14,7616812970,3893404,7615153661,0.95,8.44709E+11,1E+12,7232481932,7232481932,0.802296,8.02296E+11,18876006520,0,0,0,0,0,0,0,0,0,0,0
1682,KernelPerf Experiments,vmlinux-5.4.51,KVM,1,MESI,Systemd,kernelperf.streamcluster,simsmall,45.04515243,success,1.14858E+14,13855614810,3873532,13850379576,0.44,7.78531E+11,1E+12,6075087437,6075087437,0.341504,3.41504E+11,17061869387,0,0,0,0,0,0,0,0,0,0,0
1683,KernelPerf Experiments,vmlinux-4.15.18,KVM,2,MESI,Systemd,kernelperf.vips,simsmall,170.1418962,success,7.76791E+14,61543456,3930552,61543378,157.41,4.93489E+12,1E+12,9687410555,9687410555,776.791348,7.76791E+14,4.55581E+12,0,0,0,0,0,0,0,0,0,0,0
1684,KernelPerf Experiments,vmlinux-5.4.51,KVM,1,MESI,Systemd,kernelperf.streamcluster,simmedium,45.04156041,success,1.13673E+14,5661244116,3873532,5660460240,1.59,8.60517E+11,1E+12,8975761689,8975761689,1.364543,1.36454E+12,20584399357,0,0,0,0,0,0,0,0,0,0,0
1685,KernelPerf Experiments,vmlinux-5.4.51,KVM,2,MESI,Systemd,kernelperf.freqmine,simmedium,70.06264138,success,1.43509E+14,7772065586,3895324,7771176775,1.87,8.00625E+11,1E+12,14517706111,14517706111,1.495718,1.49572E+12,54069580584,0,0,0,0,0,0,0,0,0,0,0
1686,KernelPerf Experiments,vmlinux-5.4.51,KVM,1,MESI,Systemd,kernelperf.swaptions,simsmall,45.04275632,success,1.13537E+14,11214536237,3874552,11210652828,0.57,7.90412E+11,1E+12,6437966465,6437966465,0.453942,4.53942E+11,18064358674,0,0,0,0,0,0,0,0,0,0,0
1687,KernelPerf Experiments,vmlinux-5.4.51,KVM,2,MESI,Systemd,kernelperf.streamcluster,simsmall,75.0719831,success,1.66321E+14,1111689983,3898396,1111669736,12.45,1.29553E+12,1E+12,13841569155,13841569155,16.130963,1.6131E+13,2.19216E+11,0,0,0,0,0,0,0,0,0,0,0
1688,KernelPerf Experiments,vmlinux-5.4.51,KVM,2,MESI,Systemd,kernelperf.swaptions,simsmall,70.06977463,success,1.35244E+14,17035996376,3895324,17026299135,0.43,6.21451E+11,1E+12,7320294848,7320294848,0.267213,2.67213E+11,37453029196,0,0,0,0,0,0,0,0,0,0,0
1689,KernelPerf Experiments,vmlinux-5.4.51,KVM,1,MESI,Systemd,kernelperf.swaptions,simmedium,50.04586816,success,1.13715E+14,6471770843,3874552,6470994467,1.69,8.58449E+11,1E+12,10951229431,10951229431,1.452841,1.45284E+12,22258744106,0,0,0,0,0,0,0,0,0,0,0
1690,KernelPerf Experiments,vmlinux-5.4.51,KVM,2,MESI,Systemd,kernelperf.streamcluster,simmedium,80.06946778,success,1.66379E+14,1114615949,3898392,1114601387,15.99,1.29872E+12,1E+12,17822772903,17822772903,20.766956,2.0767E+13,2.73391E+11,0,0,0,0,0,0,0,0,0,0,0
1691,KernelPerf Experiments,vmlinux-5.4.51,KVM,2,MESI,Systemd,kernelperf.swaptions,simmedium,70.07268453,success,1.36964E+14,10124110582,3895320,10122395633,1.18,7.86563E+11,1E+12,11931750956,11931750956,0.927178,9.27178E+11,57015998179,0,0,0,0,0,0,0,0,0,0,0
1692,KernelPerf Experiments,vmlinux-5.4.51,KVM,8,MESI,Systemd,kernelperf.ferret,simmedium,145.1282401,success,1.5186E+14,10503912315,4020704,10502526056,1.29,4.57512E+11,1E+12,13600192942,13600192942,0.592464,5.92464E+11,2.04028E+11,0,0,0,0,0,0,0,0,0,0,0
1693,KernelPerf Experiments,vmlinux-5.4.51,KVM,8,MESI,Systemd,kernelperf.fluidanimate,simmedium,140.12236,success,1.49763E+14,16546303601,4019684,16541655234,0.74,4.16272E+11,1E+12,12268037401,12268037401,0.308743,3.08743E+11,1.92657E+11,0,0,0,0,0,0,0,0,0,0,0
1694,KernelPerf Experiments,vmlinux-5.4.51,KVM,1,MESI,Systemd,kernelperf.vips,simsmall,45.04920459,success,1.21558E+14,260587076,3874552,260585468,33.79,3.59693E+12,1E+12,8806470238,8806470238,121.558132,1.21558E+14,3.44879E+11,0,0,0,0,0,0,0,0,0,0,0
1695,KernelPerf Experiments,vmlinux-5.4.51,KVM,8,MESI,Systemd,kernelperf.fluidanimate,simsmall,145.1221013,success,1.49776E+14,18001296736,4019684,17994710800,0.56,3.69266E+11,1E+12,10094743242,10094743242,0.207167,2.07167E+11,1.8303E+11,0,0,0,0,0,0,0,0,0,0,0
1696,KernelPerf Experiments,vmlinux-5.4.51,KVM,8,MESI,Systemd,kernelperf.freqmine,simsmall,140.1338601,success,1.50674E+14,16261555308,4018660,16257768821,0.66,4.98341E+11,1E+12,10681231272,10681231272,0.327418,3.27418E+11,1.9129E+11,0,0,0,0,0,0,0,0,0,0,0
1697,KernelPerf Experiments,vmlinux-5.4.51,TimingSimpleCPU,1,MESI,Systemd,kernelperf.vips,simsmall,45.04370427,success,1.19918E+14,266341079,3874808,266339922,32.99,3.63535E+12,1E+12,8785689503,8785689503,119.91835,1.19918E+14,3.40505E+11,0,0,0,0,0,0,0,0,0,0,0
1698,KernelPerf Experiments,vmlinux-5.4.51,KVM,1,MESI,Systemd,kernelperf.vips,simmedium,50.04596877,success,1.24748E+14,470933620,3874552,470931665,35.82,3.48225E+12,1E+12,16870689406,16870689406,124.748377,1.24748E+14,3.52911E+11,0,0,0,0,0,0,0,0,0,0,0
1699,KernelPerf Experiments,vmlinux-5.4.51,TimingSimpleCPU,1,MESI,Systemd,kernelperf.vips,simmedium,50.047544,success,1.22009E+14,485640732,3898364,485638057,34.73,3.51287E+12,1E+12,16867199380,16867199380,122.009089,1.22009E+14,3.45477E+11,0,0,0,0,0,0,0,0,0,0,0
1700,KernelPerf Experiments,vmlinux-5.4.51,KVM,2,MESI,Systemd,kernelperf.vips,simsmall,65.06065869,success,1.6124E+14,199349085,3895324,199348234,49.61,3.24998E+12,1E+12,9890171046,9890171046,161.239886,1.6124E+14,9.32707E+11,0,0,0,0,0,0,0,0,0,0,0
1701,KernelPerf Experiments,vmlinux-5.4.51,KVM,8,MESI,Systemd,kernelperf.swaptions,simsmall,135.1161826,success,1.51071E+14,34543054468,4019684,34516986723,0.28,2.6513E+11,1E+12,9649222741,9649222741,0.074128,74127960837,1.89133E+11,0,0,0,0,0,0,0,0,0,0,0
1702,KernelPerf Experiments,vmlinux-5.4.51,TimingSimpleCPU,2,MESI,Systemd,kernelperf.vips,simsmall,70.06715322,success,1.47421E+14,186897318,3896604,186896578,52.03,2.83329E+12,1E+12,9724497561,9724497561,147.420609,1.47421E+14,8.49257E+11,0,0,0,0,0,0,0,0,0,0,0
1703,KernelPerf Experiments,vmlinux-5.4.51,KVM,2,MESI,Systemd,kernelperf.vips,simmedium,70.0650034,success,1.48285E+14,333002348,3897368,333000566,53.38,2.77809E+12,1E+12,17774453426,17774453426,148.285026,1.48285E+14,8.52549E+11,0,0,0,0,0,0,0,0,0,0,0
1704,KernelPerf Experiments,vmlinux-5.4.51,TimingSimpleCPU,2,MESI,Systemd,kernelperf.vips,simmedium,65.05814767,success,1.6113E+14,344852762,3895576,344851361,51.83,3.1091E+12,1E+12,17871963544,17871963544,161.129697,1.6113E+14,9.29654E+11,0,0,0,0,0,0,0,0,0,0,0
1705,KernelPerf Experiments,vmlinux-4.15.18,KVM,2,MESI,Systemd,kernelperf.streamcluster,simmedium,280.2301903,success,1.26463E+15,1433685009,3934652,1433665687,12.34,1.25108E+12,1E+12,17691702067,17691702067,15.438548,1.54385E+13,2.14105E+11,0,0,0,0,0,0,0,0,0,0,0
1706,KernelPerf Experiments,vmlinux-5.4.51,KVM,8,MESI,Systemd,kernelperf.swaptions,simmedium,140.1232145,success,1.5161E+14,23585241847,4020708,23578369496,0.6,4.87267E+11,1E+12,14242577921,14242577921,0.294349,2.94349E+11,1.96469E+11,0,0,0,0,0,0,0,0,0,0,0
1707,KernelPerf Experiments,vmlinux-5.4.51,KVM,8,MESI,Systemd,kernelperf.streamcluster,simsmall,185.1502893,success,1.74312E+14,1613139525,4047328,1613132659,46.13,5.17774E+11,1E+12,74415878503,74415878503,23.885583,2.38856E+13,1.19489E+12,0,0,0,0,0,0,0,0,0,0,0
1708,KernelPerf Experiments,vmlinux-5.4.51,KVM,8,MESI,Systemd,kernelperf.streamcluster,simmedium,185.1589892,success,1.7912E+14,1722331696,4047332,1722323129,48.44,5.66264E+11,1E+12,83434862830,83434862830,27.431673,2.74317E+13,1.35822E+12,0,0,0,0,0,0,0,0,0,0,0
1709,KernelPerf Experiments,vmlinux-5.4.51,KVM,8,MESI,Systemd,kernelperf.vips,simsmall,130.121151,success,1.61769E+14,121874948,4022752,121874676,100.35,1.61198E+12,1E+12,12230616430,12230616430,161.768661,1.61769E+14,3.76278E+12,0,0,0,0,0,0,0,0,0,0,0
1710,KernelPerf Experiments,vmlinux-5.4.51,TimingSimpleCPU,8,MESI,Systemd,kernelperf.vips,simsmall,130.1141872,success,1.61337E+14,124220242,4024032,124219965,98.94,1.63071E+12,1E+12,12289857231,12289857231,161.336503,1.61337E+14,3.75155E+12,0,0,0,0,0,0,0,0,0,0,0
1711,KernelPerf Experiments,vmlinux-5.4.51,KVM,8,MESI,Systemd,kernelperf.vips,simmedium,130.1158481,success,1.62342E+14,204466340,4024800,204465846,99.89,1.62523E+12,1E+12,20423845293,20423845293,162.341892,1.62342E+14,3.77246E+12,0,0,0,0,0,0,0,0,0,0,0
1712,KernelPerf Experiments,vmlinux-4.15.18,TimingSimpleCPU,1,MESI,Systemd,kernelperf.blackscholes,simsmall,790.6676199,success,1.52294E+13,4884895,3968408,5036897,766.81,225509792,1E+12,3745798159,3862355653,0.172924,1.72924E+11,516234780,165114334,129066267,38803937,8459318,47263255,91764168,80906817,91834659,0,26039,0.99
1713,KernelPerf Experiments,vmlinux-4.15.18,TimingSimpleCPU,2,MESI,Systemd,kernelperf.blackscholes,simsmall,805.6600688,success,2.12687E+13,5154623,4030140,5304656,774.36,111539642,1E+12,3991507449,4107686936,0.086371,86371283593,517195874,165114164,128450634,38703588,8386697,47090285,91317015,80906814,91834505,0,31620,1
1714,KernelPerf Experiments,vmlinux-4.15.18,TimingSimpleCPU,8,MESI,Systemd,kernelperf.blackscholes,simsmall,825.6987438,success,2.06723E+13,6957723,4450432,7110217,772.66,56215177,1E+12,5375965970,5493793138,0.043435,43435324864,1020114891,165118744,131416436,39127471,8616163,47743634,93710792,80907528,91835898,0,86168,0.98
1715,KernelPerf Experiments,vmlinux-5.4.51,TimingSimpleCPU,2,MESI,Systemd,kernelperf.blackscholes,simsmall,850.7505372,success,1.44677E+14,7843736,4073756,7992553,790.08,112760080,1E+12,6197143292,6314721024,0.089089,89088989500,528220831,165452539,128899151,38483089,8193025,46676114,95577781,80190496,90675105,0,42671,0.99
1716,KernelPerf Experiments,vmlinux-5.4.51,TimingSimpleCPU,1,MESI,Systemd,kernelperf.blackscholes,simsmall,850.6945074,success,1.15712E+14,6434514,4065272,6591715,806.98,232529840,1E+12,5192533873,5319392960,0.187647,1.87647E+11,563505446,165466440,147086987,41037981,9505788,50543769,109855773,80193030,90678846,0,198288,1
1717,KernelPerf Experiments,vmlinux-5.4.51,TimingSimpleCPU,8,MESI,Systemd,kernelperf.blackscholes,simsmall,915.7435522,success,1.52302E+14,11428857,4532964,11582332,780.56,30610590,1E+12,8920904407,9040702620,0.023893,23893396021,572576188,165808121,132891142,38941857,8375783,47317640,99025313,80361972,90868612,0,83276,1.01
1718,KernelPerf Experiments,vmlinux-4.15.18,TimingSimpleCPU,2,MESI,Systemd,kernelperf.blackscholes,simmedium,2812.531537,success,2.03609E+13,1614947,4046524,1781407,2778.53,122173532,1E+12,4487175948,4949689794,0.339463,3.39463E+11,2036916461,660425769,509098907,154264804,33206224,187471028,361496938,323647824,367314514,0,70151,1
1719,KernelPerf Experiments,vmlinux-4.15.18,TimingSimpleCPU,8,MESI,Systemd,kernelperf.blackscholes,simmedium,2862.343036,success,2.02135E+13,2164226,4483200,2329355,2812.78,41119015,1E+12,6087496746,6551969391,0.115659,1.15659E+11,2737380272,660432384,512809544,154682316,33419808,188102124,364660583,323648951,367316165,0,128614,0.98
1720,KernelPerf Experiments,vmlinux-4.15.18,TimingSimpleCPU,1,MESI,Systemd,kernelperf.blackscholes,simmedium,2867.334397,success,1.64959E+13,1500317,3965336,1662978,2845.28,238369218,1E+12,4268817868,4731632112,0.678226,6.78226E+11,2036716210,660426080,509442270,154321905,33260089,187581994,361715244,323647819,367314743,0,115304,1
1721,KernelPerf Experiments,vmlinux-5.4.51,TimingSimpleCPU,2,MESI,Systemd,kernelperf.blackscholes,simmedium,2942.450627,success,1.41928E+14,2346514,4075804,2508918,2878.7,120261794,1E+12,6754911849,7222423198,0.346198,3.46198E+11,2076641872,662919680,509343603,153239479,32186983,185426462,377431138,321332272,363303021,0,83570,1
1722,KernelPerf Experiments,vmlinux-5.4.51,TimingSimpleCPU,1,MESI,Systemd,kernelperf.blackscholes,simmedium,2957.436966,success,1.10453E+14,1966668,4063228,2129664,2915.45,240943682,1E+12,5733730090,6208936366,0.70246,7.0246E+11,2109489818,662854447,524218879,155337076,33296072,188633148,389052281,321296778,363263943,0,267711,1
1723,KernelPerf Experiments,vmlinux-5.4.51,TimingSimpleCPU,8,MESI,Systemd,kernelperf.blackscholes,simmedium,3002.485617,success,1.52657E+14,3192962,4503264,3355633,2874.5,30905956,1E+12,9178154009,9645751428,0.088839,88839026713,2091279666,662845254,509681286,153262550,32211162,185473712,377716955,321295207,363261123,0,118485,0.99
1724,KernelPerf Experiments,vmlinux-5.4.51,TimingSimpleCPU,1,MESI,Systemd,kernelperf.bodytrack,simsmall,3322.745701,success,1.13952E+14,1851443,4106236,2014031,3281.62,242722381,1E+12,6075730990,6609284215,0.796523,7.96523E+11,2391960016,546412503,788481891,151647990,45509291,197157281,637408665,302622659,309042818,0,1266603,1
1725,KernelPerf Experiments,vmlinux-4.15.18,TimingSimpleCPU,1,MESI,Systemd,kernelperf.bodytrack,simsmall,3377.765018,success,1.76405E+13,1427636,4087196,1580916,3349.37,240064912,1E+12,4781682647,5295076900,0.804067,8.04067E+11,2414614737,546345706,805743122,142428813,38210975,180639788,674456091,305934556,312072237,0,1065173,1
1726,KernelPerf Experiments,vmlinux-5.4.51,TimingSimpleCPU,2,MESI,Systemd,kernelperf.bodytrack,simsmall,3387.804023,success,1.41657E+14,2102542,4211992,2263307,3323.39,135928853,1E+12,6987558516,7521845035,0.451744,4.51744E+11,2712716963,546665571,789932821,151821398,45607129,197428527,638657225,302742677,309174352,0,1273440,1
