index,Experiment Name,Kernel Version,CPU Model,Num. of CPUs,Memory System,Boot Type,Workload,Input Size,Host Time,Sim. Status Result,Final Tick,Host Instruction Rate,Host Memory Usage,Host Opcode Rate,Host Second,Host Tick Rate,Simulation Frequency,Simulated Instructions,Simulated Opcodes,Simulated Seconds,Simulated Ticks,Number of Cycles,Number of Floating Point Instructions,Number of Integer Instructions,Number of Load Instructions,Number of Store Instructions,Number of Memory References,Number of Integer ALU,Number of FP ALU,Number of SIMD ALU,Number of SIMD Crypto,Total Cache Miss Rate,Avg Read Queue Length
103,Linux Tests,vmlinux-5.4.49,TimingSimpleCPU,1,MI,Systemd,boot.Linux,test,16402.53349,success,1.24122E+13,162642,12086608,343980,16393.73,757133836,1E+12,2666308126,5639117899,12.41225,1.24122E+13,37274022652,75569833,5434196327,670369014,456231852,1126600866,4332485757,2224803,43914533,0,135489285,1
104,Linux Tests,vmlinux-5.4.49,KVM,2,Classic,Systemd,boot.Linux,test,10.01412106,kernel panic,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
105,Linux Tests,vmlinux-4.14.134,KVM,4,MI,Init,boot.Linux,test,15.01688123,success,4.3476E+12,415855614,4022120,415834876,3.46,1.25778E+12,1E+12,1437357496,1437357496,4.347601,4.3476E+12,49283449567,0,0,0,0,0,0,0,0,0,0,0
106,Linux Tests,vmlinux-4.19.83,DerivO3CPU,8,MESI,Init,boot.Linux,test,15435.31155,success,1.80524E+12,125958,5009788,276389,15377.91,117391506,1E+12,1936973738,4250282314,1.805236,1.80524E+12,2156044070,0,0,0,0,0,7695725288,7023,27868,0,7340703,1.09
107,Linux Tests,vmlinux-4.4.186,KVM,1,Classic,Init,boot.Linux,test,5.009140015,success,3.00149E+12,443684368,3394616,443637066,1.6,1.87214E+12,1E+12,711242406,711242406,3.001489,3.00149E+12,7911030136,0,0,0,0,0,0,0,0,0,0,0
108,PARSEC Experiments,vmlinux-4.19.83,KVM,1,MESI,Systemd,parsec.fluidanimate,simsmall,40.03946352,success,1.64081E+13,9392949387,3868200,9389565808,0.54,7.91887E+11,1E+12,5032239101,5032239101,0.424437,4.24437E+11,16279877703,0,0,0,0,0,0,0,0,0,0,0
109,Linux Tests,vmlinux-5.4.49,KVM,2,Classic,Init,boot.Linux,test,5.038596392,success,2.69953E+12,578916591,3421544,578837257,1.64,1.64886E+12,1E+12,947661089,947661089,2.699533,2.69953E+12,14960583819,0,0,0,0,0,0,0,0,0,0,0
110,Linux Tests,vmlinux-4.14.134,AtomicCPU,1,MI,Init,boot.Linux,test,5.011341572,unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
111,Linux Tests,vmlinux-4.19.83,DerivO3CPU,4,Classic,Init,boot.Linux,test,36008.45622,timeout,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
112,Linux Tests,vmlinux-4.19.83,DerivO3CPU,2,MI,Init,boot.Linux,test,11412.51392,success,1.75875E+12,125872,5192908,295632,11402.27,154245876,1E+12,1435222728,3370880278,1.758754,1.75875E+12,2250218235,0,0,0,0,0,6084007476,3562,27481,0,8886934,1.38
113,PARSEC Experiments,vmlinux-4.19.83,KVM,1,MESI,Systemd,parsec.facesim,simsmall,60.053581,success,2.85221E+13,5728017951,3872552,5727774721,5.32,8.72068E+11,1E+12,30445424062,30445424062,4.635423,4.63542E+12,30224486121,0,0,0,0,0,0,0,0,0,0,0
114,Linux Tests,vmlinux-4.19.83,AtomicCPU,1,Classic,Init,boot.Linux,test,875.839196,success,1.69789E+12,794491,3696180,1770685,871.45,1948339349,1E+12,692361810,1543070210,1.697888,1.69789E+12,5098866584,24688,1443688425,138413944,94750492,233164436,1253621176,2209,11537,0,14462380,0
115,Linux Tests,vmlinux-4.9.186,KVM,4,Classic,Systemd,boot.Linux,test,20.02860856,success,1.57377E+13,244358689,3448328,244354735,13.5,1.16592E+12,1E+12,3298294821,3298294821,15.737664,1.57377E+13,1.76573E+11,0,0,0,0,0,0,0,0,0,0,0
116,Linux Tests,vmlinux-4.9.186,AtomicCPU,4,MESI,Systemd,boot.Linux,test,40.04345202,unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
117,PARSEC Experiments,vmlinux-4.19.83,KVM,1,MESI,Systemd,parsec.blackscholes,simlarge,45.06702375,success,1.58783E+13,7865611512,3868196,7863633656,0.82,8.09909E+11,1E+12,6450839944,6450839944,0.664436,6.64436E+11,16425418225,0,0,0,0,0,0,0,0,0,0,0
118,PARSEC Experiments,vmlinux-4.19.83,KVM,2,MESI,Systemd,parsec.blackscholes,simlarge,55.0476923,success,2.10148E+13,9433074402,3892924,9429642394,0.71,7.88649E+11,1E+12,6676171341,6676171341,0.558394,5.58394E+11,46978387519,0,0,0,0,0,0,0,0,0,0,0
119,Linux Tests,vmlinux-4.14.134,TimingSimpleCPU,4,MI,Init,boot.Linux,test,3923.488397,success,2.27356E+12,206825,5273316,499580,3908.84,581646783,1E+12,808443389,1952776614,2.273562,2.27356E+12,27308166826,22280,1779444470,170867225,129857582,300724807,1560511056,1409,11529,0,9694359,1.05
120,NPB Experiments,vmlinux-4.19.83,KVM,1,MESI,Systemd,npb.is.A.x,n/a,30.03478456,success,1.50493E+13,6994279888,3871716,6993181177,0.99,8.71427E+11,1E+12,6938510095,6938510095,0.864633,8.64633E+11,2007082373,0,0,0,0,0,0,0,0,0,0,0
121,PARSEC Experiments,vmlinux-4.19.83,KVM,8,MESI,Systemd,parsec.vips,simsmall,100.0935762,success,2.80209E+13,318122631,4009348,318119599,29.12,9.62105E+11,1E+12,9265073400,9265073400,28.020856,2.80209E+13,6.44541E+11,0,0,0,0,0,0,0,0,0,0,0
122,Linux Tests,vmlinux-4.4.186,AtomicCPU,8,MI,Init,boot.Linux,test,20.02611136,unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
123,Linux Tests,vmlinux-4.9.186,DerivO3CPU,2,Classic,Init,boot.Linux,test,20.03357959,unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
124,Linux Tests,vmlinux-5.4.49,TimingSimpleCPU,8,Classic,Init,boot.Linux,test,36008.52351,timeout,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
125,NPB Experiments,vmlinux-4.19.83,KVM,64,MESI,Systemd,npb.bt.A.x,n/a,18005.18634,timeout,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
126,Linux Tests,vmlinux-4.19.83,KVM,2,MESI,Systemd,boot.Linux,test,40.04865599,success,1.70348E+13,263585836,3887852,263580315,11.05,1.54203E+12,1E+12,2911754242,2911754242,17.034773,1.70348E+13,93779396321,0,0,0,0,0,0,0,0,0,0,0
127,NPB Experiments,vmlinux-4.19.83,KVM,8,MESI,Systemd,npb.mg.A.x,n/a,70.0721364,success,1.98698E+13,18666458015,4008216,18660278083,0.76,5.52785E+11,1E+12,14092457628,14092457628,0.417483,4.17483E+11,7809650716,0,0,0,0,0,0,0,0,0,0,0
128,NPB Experiments,vmlinux-4.19.83,TimingSimpleCPU,1,MESI,Systemd,npb.ft.A.x,n/a,134141.8199,success,4.63882E+13,216671,4540384,302112,134110.79,235849472,1E+12,29057898556,40516529787,31.629958,3.163E+13,94984859031,24166525030,17004294552,4173793212,4074474493,8248267705,14483509449,10579122490,7532466466,0,213514147,1
129,Linux Tests,vmlinux-4.19.83,AtomicCPU,4,Classic,Init,boot.Linux,test,1040.893463,success,1.79449E+12,823685,4023084,1756358,1031.79,1739194322,1E+12,849873417,1812198884,1.79449,1.79449E+12,21554372228,21368,1685090811,156134949,97179120,253314069,1501211699,1105,11529,0,15667772,0
130,Linux Tests,vmlinux-4.4.186,KVM,1,MI,Init,boot.Linux,test,10.01258445,success,2.95153E+12,466102030,3991700,466024805,1.53,1.92522E+12,1E+12,714435478,714435478,2.951527,2.95153E+12,7817659634,0,0,0,0,0,0,0,0,0,0,0
131,Linux Tests,vmlinux-4.14.134,DerivO3CPU,8,Classic,Systemd,boot.Linux,test,2972.890247,kernel panic,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
132,PARSEC Experiments,vmlinux-4.19.83,KVM,1,MESI,Systemd,parsec.vips,native,285.2616153,success,2.37599E+14,2976176573,6202000,2976174858,255.66,9.29339E+11,1E+12,7.60904E+11,7.60904E+11,237.599307,2.37599E+14,5.8223E+11,0,0,0,0,0,0,0,0,0,0,0
133,Linux Tests,vmlinux-4.4.186,DerivO3CPU,2,Classic,Init,boot.Linux,test,36009.51356,timeout,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
134,Linux Tests,vmlinux-4.19.83,TimingSimpleCPU,1,MESI,Systemd,boot.Linux,test,13178.18485,success,4.63415E+12,191215,10764316,404295,13152.62,352336389,1E+12,2514983955,5317539360,4.634147,4.63415E+12,13916357120,75471882,5092480851,641738109,435816512,1077554621,4048106689,2171307,43990042,0,48522746,1.01
135,NPB Experiments,vmlinux-4.19.83,KVM,1,MESI,Systemd,npb.mg.A.x,n/a,30.04186678,success,1.48264E+13,10069500448,3870432,10068169043,1.22,8.44727E+11,1E+12,12238211827,12238211827,1.026813,1.02681E+12,2412771001,0,0,0,0,0,0,0,0,0,0,0
136,NPB Experiments,vmlinux-4.19.83,TimingSimpleCPU,16,MESI,Systemd,npb.cg.A.x,n/a,71884.85145,success,2.20356E+13,217062,4964360,287428,71734.22,19456258,1E+12,15570779375,20618427815,1.395679,1.39568E+12,67052999858,3766703247,8729170917,2340811374,30970791,2371782165,6460005212,2244593163,1510989094,0,316646238,8.87
137,NPB Experiments,vmlinux-4.19.83,TimingSimpleCPU,16,MESI,Systemd,npb.ep.A.x,n/a,314630.1634,success,2.42708E+13,177768,4845580,300447,314498.65,13267353,1E+12,55907925710,94490084292,4.172565,4.17256E+12,2.00484E+11,47746549463,51804566045,9736544689,4137113512,13873658201,45898261765,18773161835,23594757699,0,256440101,2.56
138,Linux Tests,vmlinux-4.4.186,TimingSimpleCPU,1,MESI,Init,boot.Linux,test,2993.031435,success,1.92895E+12,214233,4336140,489738,2970.88,649285694,1E+12,636461113,1454951910,1.928949,1.92895E+12,5792639667,21424,1354686841,133815972,79889726,213705698,1196142960,1121,11537,0,5803530,1
139,Linux Tests,vmlinux-4.14.134,DerivO3CPU,1,Classic,Init,boot.Linux,test,3223.144068,kernel panic,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
140,Linux Tests,vmlinux-4.9.186,DerivO3CPU,8,MESI,Systemd,boot.Linux,test,2307.273579,kernel panic,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
141,Linux Tests,vmlinux-4.4.186,DerivO3CPU,4,Classic,Systemd,boot.Linux,test,36009.0949,timeout,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
142,Linux Tests,vmlinux-4.9.186,TimingSimpleCPU,8,Classic,Systemd,boot.Linux,test,36008.96838,timeout,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
143,NPB Experiments,vmlinux-4.19.83,TimingSimpleCPU,1,MESI,Systemd,npb.cg.A.x,n/a,48292.07239,success,2.7183E+13,228287,4112356,322004,48262.2,287529163,1E+12,11017631846,15540628263,13.87679,1.38768E+13,41672042996,3763216527,7571420256,2233282584,30353478,2263636062,5307572102,2242547595,1509588719,0,282398665,1
144,Linux Tests,vmlinux-4.4.186,TimingSimpleCPU,4,MESI,Init,boot.Linux,test,3684.061757,success,2.03012E+12,207023,4644448,455457,3648,556502107,1E+12,755221688,1661510185,2.030122,2.03012E+12,24382306731,21225,1531550716,146458968,83023357,229482325,1385289759,1057,11529,0,6554542,1
145,Linux Tests,vmlinux-4.14.134,DerivO3CPU,8,MESI,Systemd,boot.Linux,test,3818.72155,kernel panic,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
146,Linux Tests,vmlinux-5.4.49,TimingSimpleCPU,4,MI,Init,boot.Linux,test,3278.45642,success,2.26881E+12,247560,5380244,518699,3268.37,694173671,1E+12,809117628,1695298691,2.268813,2.26881E+12,27247791389,21304,1583948857,145924764,90648625,236573389,1412539830,1087,11523,0,10224794,1.05
147,Linux Tests,vmlinux-4.9.186,TimingSimpleCPU,1,MESI,Init,boot.Linux,test,2307.168777,success,1.78528E+12,186342,4260164,564625,2287.13,780577275,1E+12,426188617,1291371906,1.785284,1.78528E+12,5361214220,24824,1139432944,84727826,105230716,189958542,1011150731,2257,11529,0,6610108,1
148,Linux Tests,vmlinux-4.4.186,KVM,4,MESI,Init,boot.Linux,test,35.03806639,success,3.97632E+12,485937141,3918816,485894078,2.64,1.50766E+12,1E+12,1281481220,1281481220,3.976321,3.97632E+12,45490795593,0,0,0,0,0,0,0,0,0,0,0
149,PARSEC Experiments,vmlinux-4.19.83,KVM,8,MESI,Systemd,parsec.x264,simlarge,110.1152701,success,2.54448E+13,3111912515,4009352,3111798938,6.22,6.84041E+11,1E+12,19352277969,19352277969,4.254072,4.25407E+12,2.66044E+11,0,0,0,0,0,0,0,0,0,0,0
150,PARSEC Experiments,vmlinux-4.19.83,KVM,1,MESI,Systemd,parsec.canneal,simsmall,45.04781961,success,1.64196E+13,10076047535,3870500,10072217156,0.52,8.03213E+11,1E+12,5227023637,5227023637,0.416866,4.16866E+11,16203140296,0,0,0,0,0,0,0,0,0,0,0
151,Linux Tests,vmlinux-4.19.83,DerivO3CPU,1,MI,Systemd,boot.Linux,test,36006.81858,timeout,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
152,PARSEC Experiments,vmlinux-4.19.83,TimingSimpleCPU,2,MESI,Systemd,parsec.freqmine,simsmall,11259.91825,success,2.08478E+13,515448,4205244,662869,11211.26,200437711,1E+12,5778821114,7431593043,2.247158,2.24716E+12,13495279857,3095,3507614727,542044283,217209431,759253714,2745167950,365,1254,0,5941382,1
153,Linux Tests,vmlinux-4.4.186,KVM,2,MI,Systemd,boot.Linux,test,20.03193045,success,2.14204E+13,241823448,4012440,241818906,12.46,1.71858E+12,1E+12,3014014384,3014014384,21.420361,2.14204E+13,1.19068E+11,0,0,0,0,0,0,0,0,0,0,0
154,Linux Tests,vmlinux-4.9.186,KVM,1,MESI,Init,boot.Linux,test,25.02995253,success,3.07548E+12,263543287,3837024,263519205,2.4,1.28327E+12,1E+12,631539405,631539405,3.07548,3.07548E+12,7501952619,0,0,0,0,0,0,0,0,0,0,0
155,Linux Tests,vmlinux-4.19.83,AtomicCPU,2,Classic,Systemd,boot.Linux,test,3849.020828,success,3.07581E+12,688703,10861020,1449645,3842.13,800546962,1E+12,2646086159,5569725466,3.075806,3.07581E+12,18483724716,76723494,5316722907,660167936,440709703,1100877639,4274375462,2177706,44806637,0,154140488,0
156,Linux Tests,vmlinux-4.4.186,DerivO3CPU,1,MESI,Init,boot.Linux,test,13203.60085,success,1.58609E+12,134245,4378836,336271,13182.42,120318902,1E+12,1769676960,4432860667,1.586095,1.58609E+12,1395164991,0,0,0,0,0,8164594282,6750,27632,0,6092323,1.4
157,Linux Tests,vmlinux-4.9.186,KVM,8,MESI,Init,boot.Linux,test,55.0602138,success,4.48426E+12,529622661,3970216,529602280,3.83,1.17046E+12,1E+12,2028997608,2028997608,4.484258,4.48426E+12,1.03528E+11,0,0,0,0,0,0,0,0,0,0,0
158,NPB Experiments,vmlinux-4.19.83,KVM,16,MESI,Systemd,npb.sp.A.x,n/a,310.300045,success,3.32E+13,3342264434,4202508,3342252380,61.19,2.19002E+11,1E+12,2.04513E+11,2.04513E+11,13.400764,1.34008E+13,5.27006E+11,0,0,0,0,0,0,0,0,0,0,0
159,Linux Tests,vmlinux-4.9.186,DerivO3CPU,8,MESI,Init,boot.Linux,test,2222.355479,kernel panic,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
160,Linux Tests,vmlinux-4.4.186,AtomicCPU,2,MI,Systemd,boot.Linux,test,10.01478505,unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
161,Linux Tests,vmlinux-5.4.49,TimingSimpleCPU,4,MI,Systemd,boot.Linux,test,18234.29801,success,8.50468E+12,154385,14388036,324924,18220.11,466774409,1E+12,2812919031,5920150113,8.504683,8.50468E+12,1.02156E+11,75687395,5674743906,691176942,464108460,1155285402,4580789931,2116100,44283531,0,154776303,1.4
162,NPB Experiments,vmlinux-4.19.83,TimingSimpleCPU,64,MESI,Systemd,npb.ep.A.x,n/a,103962.2878,unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
163,Linux Tests,vmlinux-4.9.186,TimingSimpleCPU,8,MESI,Systemd,boot.Linux,test,13213.63617,success,3.90642E+12,193603,13375064,425778,13159.95,296841608,1E+12,2547805611,5603211848,3.906419,3.90642E+12,93843938040,75444087,5260233967,617221542,452940197,1070161739,4300884983,2104349,44216917,0,51645915,1.01
164,Linux Tests,vmlinux-5.4.49,KVM,4,Classic,Init,boot.Linux,test,10.0359962,success,3.37841E+12,573066860,3469468,573017281,2.34,1.4458E+12,1E+12,1338954739,1338954739,3.378408,3.37841E+12,38532253248,0,0,0,0,0,0,0,0,0,0,0
165,NPB Experiments,vmlinux-4.19.83,KVM,16,MESI,Systemd,npb.is.A.x,n/a,245.2566516,success,2.0468E+13,13533474165,4196364,13530116962,0.88,1.66542E+11,1E+12,11871070770,11871070770,0.146127,1.46127E+11,5883399655,0,0,0,0,0,0,0,0,0,0,0
166,Linux Tests,vmlinux-4.19.83,TimingSimpleCPU,8,MESI,Init,boot.Linux,test,4169.249064,success,2.1775E+12,221918,4929184,468549,4116.63,528951093,1E+12,913552946,1928844244,2.177496,2.1775E+12,52302432065,21416,1789849242,167998508,101487823,269486331,1599809441,1121,11529,0,7059660,1
167,Linux Tests,vmlinux-5.4.49,AtomicCPU,8,MESI,Systemd,boot.Linux,test,50.05325556,unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
168,PARSEC Experiments,vmlinux-4.19.83,TimingSimpleCPU,2,MESI,Systemd,parsec.streamcluster,simsmall,7696.827162,success,2.10028E+13,657473,4120256,782087,7648.44,193154030,1E+12,5028640798,5981745582,1.477328,1.47733E+12,8869321467,1278218142,1201207192,440351891,21295310,461647201,739285018,888353067,548172779,0,11762022,1
169,Linux Tests,vmlinux-4.19.83,AtomicCPU,4,MI,Systemd,boot.Linux,test,10.01428413,unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
170,Linux Tests,vmlinux-4.19.83,AtomicCPU,2,MI,Systemd,boot.Linux,test,10.01553559,unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
171,PARSEC Experiments,vmlinux-4.19.83,KVM,1,MESI,Systemd,parsec.swaptions,native,430.3609755,success,3.67054E+14,3619606267,3885348,3619604700,387.19,9.07708E+11,1E+12,1.40147E+12,1.40147E+12,351.455469,3.51455E+14,8.63825E+11,0,0,0,0,0,0,0,0,0,0,0
172,Linux Tests,vmlinux-4.9.186,TimingSimpleCPU,8,MI,Systemd,boot.Linux,test,18228.08695,success,7.90276E+12,144908,15004316,318215,18207.89,434029605,1E+12,2638467397,5794016965,7.902762,7.90276E+12,1.89846E+11,74992374,5442014133,645343957,467128933,1112472890,4446430619,2098977,43888361,0,158240940,1.47
173,NPB Experiments,vmlinux-4.19.83,KVM,64,MESI,Systemd,npb.ft.A.x,n/a,2091.922039,success,3.38351E+13,7159603002,6100288,7159305522,7.49,70711359626,1E+12,53644056265,53644056265,0.529838,5.29838E+11,91898102035,0,0,0,0,0,0,0,0,0,0,0
174,Linux Tests,vmlinux-4.14.134,AtomicCPU,4,MI,Systemd,boot.Linux,test,10.01188278,unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
175,Linux Tests,vmlinux-4.14.134,DerivO3CPU,1,MESI,Systemd,boot.Linux,test,36006.6452,timeout,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
176,NPB Experiments,vmlinux-4.19.83,KVM,32,MESI,Systemd,npb.is.A.x,n/a,690.7473326,success,2.61435E+13,11926866655,4685144,11924944983,1.38,85613817920,1E+12,16398153847,16398153847,0.117732,1.17732E+11,9492210630,0,0,0,0,0,0,0,0,0,0,0
177,Linux Tests,vmlinux-5.4.49,KVM,8,MI,Init,boot.Linux,test,25.18303657,success,4.00075E+12,698663828,4094136,698618998,3.05,1.31008E+12,1E+12,2133433969,2133433969,4.000748,4.00075E+12,92451205394,0,0,0,0,0,0,0,0,0,0,0
178,Linux Tests,vmlinux-4.4.186,KVM,2,MESI,Init,boot.Linux,test,25.0338583,success,3.9024E+12,418759638,3886216,418726422,2.17,1.79827E+12,1E+12,908665941,908665941,3.902401,3.9024E+12,21806652764,0,0,0,0,0,0,0,0,0,0,0
179,Linux Tests,vmlinux-4.4.186,DerivO3CPU,4,MESI,Init,boot.Linux,test,14600.5236,success,1.69524E+12,144102,4751812,342885,14564.34,116396845,1E+12,2098751395,4993896557,1.695243,1.69524E+12,1709952864,0,0,0,0,0,9216036829,4256,27712,0,6788242,1.27
180,PARSEC Experiments,vmlinux-4.19.83,KVM,1,MESI,Systemd,parsec.streamcluster,simsmall,40.03907847,success,1.63038E+13,10986794370,3867940,10981762039,0.43,7.87123E+11,1E+12,4775747907,4775747907,0.342327,3.42327E+11,16449367933,0,0,0,0,0,0,0,0,0,0,0
181,Linux Tests,vmlinux-5.4.49,KVM,4,MESI,Init,boot.Linux,test,35.0570147,success,3.62838E+12,510682844,3923824,510645283,2.61,1.39093E+12,1E+12,1332059123,1332059123,3.628382,3.62838E+12,41246106914,0,0,0,0,0,0,0,0,0,0,0
182,Linux Tests,vmlinux-4.9.186,KVM,8,MESI,Systemd,boot.Linux,test,60.06818056,success,1.86994E+13,275863299,3975084,275858824,15.42,1.21292E+12,1E+12,4252875423,4252875423,18.699399,1.86994E+13,4.29558E+11,0,0,0,0,0,0,0,0,0,0,0
183,PARSEC Experiments,vmlinux-4.19.83,KVM,2,MESI,Systemd,parsec.vips,simsmall,55.04865003,success,2.66658E+13,410020678,3893436,410016213,18.74,1.42302E+12,1E+12,7683254872,7683254872,26.665838,2.66658E+13,1.47094E+11,0,0,0,0,0,0,0,0,0,0,0
184,Linux Tests,vmlinux-4.19.83,TimingSimpleCPU,1,Classic,Init,boot.Linux,test,1641.668773,success,1.73192E+12,560819,3698224,1262232,1638.49,1057020929,1E+12,918897690,2068158465,1.731922,1.73192E+12,5200966151,24737,1928861024,175835610,94756457,270592067,1741289952,2225,11537,0,13351518,1.21
185,Linux Tests,vmlinux-4.19.83,DerivO3CPU,1,MI,Init,boot.Linux,test,3438.288,unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
186,Linux Tests,vmlinux-5.4.49,TimingSimpleCPU,2,Classic,Systemd,boot.Linux,test,36007.13537,timeout,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
187,Linux Tests,vmlinux-4.14.134,AtomicCPU,2,MESI,Init,boot.Linux,test,30.03726244,unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
188,Linux Tests,vmlinux-4.4.186,DerivO3CPU,8,Classic,Init,boot.Linux,test,36006.08173,timeout,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
189,PARSEC Experiments,vmlinux-4.19.83,KVM,1,MESI,Systemd,parsec.dedup,native,135.1206129,success,8.79351E+13,2139238239,5205136,2139226258,59.52,8.26809E+11,1E+12,1.27321E+11,1.27321E+11,49.209579,4.92096E+13,1.30682E+11,0,0,0,0,0,0,0,0,0,0,0
190,Linux Tests,vmlinux-5.4.49,KVM,4,MI,Systemd,boot.Linux,test,595.6002333,success,2.36878E+15,25078844,4260120,25078835,585.34,4.04686E+12,1E+12,14679583417,14679583417,2368.777381,2.36878E+15,2.77615E+13,0,0,0,0,0,0,0,0,0,0,0
191,NPB Experiments,vmlinux-4.19.83,TimingSimpleCPU,32,MESI,Systemd,npb.lu.A.x,n/a,89129.31702,unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
192,Linux Tests,vmlinux-4.9.186,DerivO3CPU,4,MESI,Init,boot.Linux,test,2517.569894,kernel panic,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
193,NPB Experiments,vmlinux-4.19.83,KVM,32,MESI,Systemd,npb.lu.A.x,n/a,995.8994646,success,7.34388E+13,1102463860,4735320,1102463057,325.92,1.54612E+11,1E+12,3.59309E+11,3.59309E+11,50.390236,5.03902E+13,4.1056E+12,0,0,0,0,0,0,0,0,0,0,0
194,PARSEC Experiments,vmlinux-4.19.83,TimingSimpleCPU,2,MESI,Systemd,parsec.ferret,simsmall,11114.7579,success,1.96353E+13,519988,4257472,644545,11065.87,164692856,1E+12,5754113602,7132454276,1.822469,1.82247E+12,10937656517,858713559,2644521994,541214386,120733750,661948136,2002854209,403279946,461780058,0,2280918,1
195,Linux Tests,vmlinux-4.9.186,KVM,2,Classic,Systemd,boot.Linux,test,15.02556586,success,1.44896E+13,236118198,3399084,236113516,11.63,1.24578E+12,1E+12,2746211000,2746211000,14.489626,1.44896E+13,78408704599,0,0,0,0,0,0,0,0,0,0,0
196,NPB Experiments,vmlinux-4.19.83,KVM,16,MESI,Systemd,npb.ep.A.x,n/a,210.3247707,success,2.11784E+13,6821174132,4196364,6820969870,8.14,1.8189E+11,1E+12,55549105367,55549105367,1.4813,1.4813E+12,59450320661,0,0,0,0,0,0,0,0,0,0,0
197,NPB Experiments,vmlinux-4.19.83,KVM,8,MESI,Systemd,npb.bt.A.x,n/a,85.10023904,success,3.11485E+13,28668058555,4011288,28667699542,13.68,8.5682E+11,1E+12,3.92183E+11,3.92183E+11,11.721593,1.17216E+13,2.18006E+11,0,0,0,0,0,0,0,0,0,0,0
198,Linux Tests,vmlinux-5.4.49,KVM,2,MI,Systemd,boot.Linux,test,20.0286417,success,1.68569E+13,281276099,4015776,281270361,10.86,1.55253E+12,1E+12,3053930524,3053930524,16.856901,1.68569E+13,93073568392,0,0,0,0,0,0,0,0,0,0,0
199,Linux Tests,vmlinux-4.14.134,AtomicCPU,1,Classic,Systemd,boot.Linux,test,3843.651354,success,3.40683E+12,667281,10026184,1453547,3836.84,887926854,1E+12,2560251742,5577029148,3.406835,3.40683E+12,10231081200,74538087,5289433574,653074248,463095084,1116169332,4236836217,2148080,43406932,0,153513762,0
200,Linux Tests,vmlinux-4.9.186,KVM,2,MI,Init,boot.Linux,test,10.01548457,success,4.15648E+12,298223789,3896532,298206999,2.77,1.49979E+12,1E+12,826439917,826439917,4.156482,4.15648E+12,22838309799,0,0,0,0,0,0,0,0,0,0,0
201,PARSEC Experiments,vmlinux-4.19.83,KVM,2,MESI,Systemd,parsec.freqmine,simsmall,50.0451951,success,2.06913E+13,6247572846,3892928,6246305008,0.92,8.18651E+11,1E+12,5766044455,5766044455,0.755741,7.55741E+11,47741002187,0,0,0,0,0,0,0,0,0,0,0
202,PARSEC Experiments,vmlinux-4.19.83,KVM,8,MESI,Systemd,parsec.freqmine,simsmall,100.0858512,success,2.16091E+13,4592563874,4008328,4591928316,1.57,5.95553E+11,1E+12,7220912469,7220912469,0.93654,9.3654E+11,1.84692E+11,0,0,0,0,0,0,0,0,0,0,0
